text,answer,bullyingword
 lol how cute u have friends that back u up doesnt matter ur still a fake bitch go find a real bf not someone out of ur league lol ugly ass wow yeahh im a fake bitch yuur thee onee thatss scaredd to sayy all thiiss shitt in myy face bitchh scard too gett fuckedd uuppp yurr reall funny skinny ass bitchh,yes, fake bitch out of your league ugly ass 
 lol how cute u have friends that back u up doesnt matter ur still a fake bitch go find a real bf not someone out of ur league lol ugly ass wow yeahh im a fake bitch yuur thee onee thatss scaredd to sayy all thiiss shitt in myy face bitchh scard too gett fuckedd uuppp yurr reall funny skinny ass bitchh,yes, fake bitch ugly ass bitch gett fucked uuppp skinny ass bitchh 
 lol how cute u have friends that back u up doesnt matter ur still a fake bitch go find a real bf not someone out of ur league lol ugly ass wow yeahh im a fake bitch yuur thee onee thatss scaredd to sayy all thiiss shitt in myy face bitchh scard too gett fuckedd uuppp yurr reall funny skinny ass bitchh,yes, ur still a fake bitch go find a real bf not someone out of ur league lol ugly ass scared to get fucked upp your realy funny skinny ass bitch 
 piratee 039 s or ninja 039 s ahah pirateesss ,no,n a
 really travis watt yuu meann ,no,n a
 shit talkin bitch wow reallyy whyy aree yuu tlking all thiis shitt over thiiss formsprings ndd nott inn myy facee whooss thee pussy,yes,shit talkin bitch
 shit talkin bitch wow reallyy whyy aree yuu tlking all thiis shitt over thiiss formsprings ndd nott inn myy facee whooss thee pussy,yes,shit talkin bitch wow reallyy whyy aree yuu tlking all thiis shitt over thiiss formsprings ndd nott inn myy facee whooss thee puss
 shit talkin bitch wow reallyy whyy aree yuu tlking all thiis shitt over thiiss formsprings ndd nott inn myy facee whooss thee pussy,yes, shit talking bitch tlkin all thiis shitt whooss thee pussy 
 still a bitch oh wow okay butt yuurr thee onee thattss tlking shittt cuzz idntt evnn knoo whooo thiisss iss ,yes,still a bitch 
 still a bitch oh wow okay butt yuurr thee onee thattss tlking shittt cuzz idntt evnn knoo whooo thiisss iss ,yes, thattss tlking shittt bitch 
 still a bitch oh wow okay butt yuurr thee onee thattss tlking shittt cuzz idntt evnn knoo whooo thiisss iss ,yes,still a bitch talking shit 
 suck it ahaha all readyy h,yes,suck it
 suck it ahaha all readyy h,no,n a
 suck it ahaha all readyy h,yes, suck it 
 uhm i think i love me some freaking joie thasss right 3 ahahah ndd ii lovee mee alott off myy lil floricell 33,no,n a
 what do you think is your most attractive feature uhmmm ,no,n a
 what 039 s your favorite drink lemenadeee ,no,n a
 who do you like ummm ahhh hottt seniorrr ,no,n a
 who is ur lover welll forr righhtt noww no onee iss_ ,no,n a
 who 039 s the most talented person you know uhm ,no,n a
 why do u try so damn hard to fit in just be your fucking self if you know how ahahah funny,no,n a
 why do u try so damn hard to fit in just be your fucking self if you know how ahahah funny,yes,fucking
 whyy aree youu suchh aa faggottt ahahaha i noo,yes, fagot 
 whyy aree youu suchh aa faggottt ahahaha i noo,yes, whyy aree youu suchh aa faggottt 
 whyy aree youu suchh aa faggottt ahahaha i noo,yes, faggottt 
 you a sexxyy mommma ahaha thanks,no,n a
 your such a slut vvv umm okkkayy thankss_ ,no,n a
 your such a slut vvv umm okkkayy thankss_ ,yes,slut
 your ugly oohhh well thanksss yuuur soo,yes,ugly
 your ugly oohhh well thanksss yuuur soo,yes,your ugly
 your ugly oohhh well thanksss yuuur soo,yes, your ugly 
 3 i love you you 039 re so beautiful i wanna be your boyfriend too sure you do liar,no,none
 3 i love you you 039 re so beautiful i wanna be your boyfriend too sure you do liar,no,n a
 quot i have one for your information quot wtf that 039 s my life not yours you best think twice before you try to steal my stuff bitch bitch who the fuck said i was stealiing your stuff dumb fuck,yes, you best think twice before you try to steal my stuff bitch a bitch who the fuck said i was stealiing your stuff dumb fuck 
 quot i have one for your information quot wtf that 039 s my life not yours you best think twice before you try to steal my stuff bitch bitch who the fuck said i was stealiing your stuff dumb fuck,yes, you best think twice before you try to steal my stuff bitch dumb fuck 
 quot i have one for your information quot wtf that 039 s my life not yours you best think twice before you try to steal my stuff bitch bitch who the fuck said i was stealiing your stuff dumb fuck,yes, bitch dumb fuck 
 quot show your face anonymous quot wtf you make no sense you fake ugly bitch i never said i did,yes, show your face anonymous wtf you make no sense you fake ugly bitch 
 quot show your face anonymous quot wtf you make no sense you fake ugly bitch i never said i did,yes,you make no sense you fake ugly bitch
 quot show your face anonymous quot wtf you make no sense you fake ugly bitch i never said i did,yes,you fake ugly bitch
 stop hating on my page kthx why would i wanna hate on you ,yes, stop hating on my page kthx 
 stop hating on my page kthx why would i wanna hate on you ,no,n a
 ,no,n a
 girls can you belly dance r guys can you break dance haha no,no,n a
 are you all you can say lmfaoo well your fake everyone knows it no need to go on about it sayoonarra 3 i can say more im not fake,yes,your fake everyone knows it
 are you all you can say lmfaoo well your fake everyone knows it no need to go on about it sayoonarra 3 i can say more im not fake,yes,you re fake and everyone knows it
 are you all you can say lmfaoo well your fake everyone knows it no need to go on about it sayoonarra 3 i can say more im not fake,yes,your fake
 d ,no,n a
 im sorry im not the one being a fake of some lady lol comeon now be your damn self and im not fucking mental i know what js means i think you need to stfu and get a damn life instead of beng on here and faking some girl btw nice comeback i didn t say you were mental i put that because some people don t what means duh your comebacks suck too,yes,be your damn self i m not fucking mental you need to stfu and get a life your comebacks suck too
 im sorry im not the one being a fake of some lady lol comeon now be your damn self and im not fucking mental i know what js means i think you need to stfu and get a damn life instead of beng on here and faking some girl btw nice comeback i didn t say you were mental i put that because some people don t what means duh your comebacks suck too,yes,the whole post
 im sorry im not the one being a fake of some lady lol comeon now be your damn self and im not fucking mental i know what js means i think you need to stfu and get a damn life instead of beng on here and faking some girl btw nice comeback i didn t say you were mental i put that because some people don t what means duh your comebacks suck too,yes, i think you need to stfu and get a damn life instead of beng on here and faking some girl
 you are fake though that makes no sense lolol why would you keep faking all these formsprings your stuuupid p we all know the real ashlee girls formspring already soo fuck off may you bitch i aint fake she is,yes, you are fake your stuuupid fuck off may you and bitch i aint fake she is 
 you are fake though that makes no sense lolol why would you keep faking all these formsprings your stuuupid p we all know the real ashlee girls formspring already soo fuck off may you bitch i aint fake she is,yes, q you are fake though d that makes no sense lolol why would you keep faking all these formsprings your stuuupid p we all know the real ashlee girls formspring already soo fuck off may you a bitch i aint fake she is 
 you are fake though that makes no sense lolol why would you keep faking all these formsprings your stuuupid p we all know the real ashlee girls formspring already soo fuck off may you bitch i aint fake she is,yes, you are fake though d that makes no sense lolol why would you keep faking all these formsprings your stuuupid p we all know the real ashlee girls formspring already soo fuck off may you 
 3 wow ashleeee your fakes amuse me lmao okay you are retarded to keep this page upp your retarded,yes,retarded
 3 wow ashleeee your fakes amuse me lmao okay you are retarded to keep this page upp your retarded,yes, 3 wow ashleeee your fakes amuse me lmao okay you are retarded to keep this page upp 
 3 wow ashleeee your fakes amuse me lmao okay you are retarded to keep this page upp your retarded,yes, calls people retarded 
 im very sexy my fucking ass duuude that made me laugh so fucking hardd thank 039 s for making my day d your welcome faggot,yes, my fucking ass 
 im very sexy my fucking ass duuude that made me laugh so fucking hardd thank 039 s for making my day d your welcome faggot,yes,my fucking ass 
 im very sexy my fucking ass duuude that made me laugh so fucking hardd thank 039 s for making my day d your welcome faggot,yes,faggot
 13 r you 039 re at the perfect age to learn how to suck dick and give hand jobs sicko,yes,suck dick hand jobs
 13 r you 039 re at the perfect age to learn how to suck dick and give hand jobs sicko,yes, 13 r you re at the perfect age to learn how to suck dick and give hand jobs 
 13 r you 039 re at the perfect age to learn how to suck dick and give hand jobs sicko,yes,learn how to suck dick and give hand jobs 
 484 264 3364 you should call me okay ,no,n a
 ahaha my mom is dead but thanks ugly ass bitch that no body knows and has no life and has to talk shit on formspring to pretty girls that she is jelouse of alright bitch you ain t pretty pshh don t make me laugh,yes,ugly ass bitch that no body knows
 ahaha my mom is dead but thanks ugly ass bitch that no body knows and has no life and has to talk shit on formspring to pretty girls that she is jelouse of alright bitch you ain t pretty pshh don t make me laugh,yes,ugly ass bitch
 ahaha my mom is dead but thanks ugly ass bitch that no body knows and has no life and has to talk shit on formspring to pretty girls that she is jelouse of alright bitch you ain t pretty pshh don t make me laugh,yes,but thanks ugly ass bitch that no body knows and has no life and has to talk shit on formspring to pretty girls that she is jelouse of alright bitch you ain t pretty pshh don t make me laugh
 and you called me fat why i don t know i m sorry,yes,called me fat
 and you called me fat why i don t know i m sorry,yes, you called me fat why 
 and you called me fat why i don t know i m sorry,yes,and you called me fat why 
 are you fake no are you,yes, are you fake 
 are you fake no are you,no,n a
 are you famous or something i haven 039 t heard of you x nopee,yes,i haven t heard of you
 are you famous or something i haven 039 t heard of you x nopee,no,n a
 are you fat nope,no,n a
 are you good at hangman i suck at it no,no,n a
 are you mental she made a proof video you cant lie are you,yes,are you mental she made a proof video you cant lie
